file,headline,fr,de,es,ru,is_fake
051legit.txt,Is Prince Harry Headed To Yale?,Le prince Harry se dirige-t-il à Yale?.,Geht Prinz Harry nach Yale?.,¿El Príncipe Harry se dirige a Yale?.,Принц Гарри направляется в Йельский университет?.,0
025legit.txt,Aid worker claims Angelina Jolie adopted son Maddox using fake details,Le travailleur des secours prétend qu'Angelina Jolie a adopté son fils Maddox en utilisant de faux détails.,"Hilfsarbeiter behauptet, Angelina Jolie adoptierte Sohn Maddox mit gefälschten Details.",La trabajadora humanitaria afirma que Angelina Jolie adoptó a su hijo Maddox usando detalles falsos.,"Работник помощи утверждает, что Анджелина Джоли усыновила сына Мэддокс, используя поддельные детали.",0
107legit.txt,'The Voice' playoffs kick off with Blake Shelton and Jennifer Hudson's comeback artists,Les séries éliminatoires de `` The Voice '' avec les artistes de retour de Blake Shelton et Jennifer Hudson.,"""The Voice"" Playoffs beginnen mit Blake Shelton und Jennifer Hudsons Comeback -Künstlern.",Los playoffs de 'The Voice' comienzan con los artistas de regreso de Blake Shelton y Jennifer Hudson.,"Плей -офф «Голос» начинается с Блейк Шелтон и Дженнифер Хадсон, исполнители возвращения.",0
100legit.txt,WATCH: Donald Trump's Ex-Wife Marla Maples Gets Emotional About Life as a Single Mom on Dancing with the Stars,Regarder: l'ex-femme de Donald Trump Marla Maples devient émotionnelle dans la vie en tant que maman célibataire à danser avec les étoiles.,Uhr: Donald Trumps Ex-Frau Marla Maples wird in Bezug auf das Leben als alleinerziehende Mutter beim Tanzen mit den Sternen emotional.,"MIRAR: La ex esposa de Donald Trump, Marla Maples, se emociona con la vida como una madre soltera en Dancing With the Stars.",СМОТРЕТЬ: бывшая жена Дональда Трампа Марла Мэйплс становится эмоциональной в отношении жизни как одинокая мама на танцах со звездами.,0
058legit.txt,"Two ""Dads"" Mentored BayAdopted as a baby, Michael Bay began searching for his birth parents when he was a young man","Deux ""papas"" ont encadré Bayadopted comme un bébé, Michael Bay a commencé à chercher ses parents biologiques quand il était un jeune homme.","Zwei ""Väter"" betreute Bayadoped als Baby, Michael Bay begann, nach seinen leiblichen Eltern zu suchen, als er ein junger Mann war.","Dos ""Dads"" asesoraron a Bayadopted cuando era bebé, Michael Bay comenzó a buscar a sus padres biológicos cuando era un joven.","Два ""папы"" наставнились в детстве, Майкл Бэй начал искать своих родных родителей, когда он был молодым человеком.",0
098legit.txt,Those Miley Cyrus wedding rumours have been cleared up,Ces rumeurs de mariage de Miley Cyrus ont été éclaircies.,Diese Miley Cyrus -Hochzeitsgerüchte wurden geräumt.,Esos rumores de boda de Miley Cyrus se han aclarado.,Эти свадебные слухи Майли Сайрус были очищены.,0
050legit.txt,"Here's How Kim Kardashian West, Kanye West, and North West Do Weekend Style at the Mall","Voici comment Kim Kardashian West, Kanye West et North West font le style du week-end au centre commercial.","Hier ist, wie Kim Kardashian West, Kanye West und North West am Wochenendstil im Einkaufszentrum führen.","Así es como Kim Kardashian West, Kanye West y North West hacen el estilo de fin de semana en el centro comercial.","Вот как Ким Кардашьян Уэст, Канье Уэст и Северо -Запад.",0
067legit.txt,"Lindsay Lohan talks drugs, booze, rehab, sex","Lindsay Lohan parle de drogues, d'alcool, de réadaptation, de sexe.","Lindsay Lohan spricht Drogen, Alkohol, Reha, Sex.","Lindsay Lohan habla de drogas, alcohol, rehabilitación, sexo.","Линдсей Лохан говорит о наркотиках, выпивке, реабилитации, сексе.",0
028legit.txt,Melania's camp denies US Weekly's 'separate bed' report,Le camp de Melania nie le rapport «Se séparé» de Us Weekly.,Melanias Camp bestreitet den Bericht von US Weekly 'separatem Bett' Bericht.,El campamento de Melania niega el informe de 'cama separada' de Us Weekly.,Лагерь Мелании отрицает отчет «Отдельная кровать» Us Weekly.,0
040legit.txt,Tyga Reveals Details About Kylie Jenner Breakup,Tyga révèle des détails sur la rupture de Kylie Jenner.,Tyga enthüllt Details zur Kylie Jenner -Trennung.,Tyga revela detalles sobre la ruptura de Kylie Jenner.,Тайга раскрывает подробности о распаде Кайли Дженнер.,0
036legit.txt,Meghan Markle Is Reportedly Moving Into Kensington Palace With Prince Harry,Meghan Markle allait déménager dans le palais de Kensington avec le prince Harry.,Meghan Markle zieht Berichten zufolge mit Prinz Harry in den Kensington Palace.,"Según los informes, Meghan Markle se está mudando al palacio de Kensington con el Príncipe Harry.","Меган Маркл, как сообщается, переезжает во дворец Кенсингтон с принцем Гарри.",0
065legit.txt,Who could succeed Anna Wintour at US Vogue?,Qui pourrait succéder à Anna Wintour à nous Vogue?.,Wer könnte Anna Wintour bei uns Vogue nachkommen?.,¿Quién podría suceder a Anna Wintour en nosotros Vogue?.,Кто может сменить Анну Винтур в США Vogue?.,0
034legit.txt,Glenn Close denies that she pipped Meryl Streep to play Hillary Clinton,Glenn Close nie qu'elle ait piqué Meryl Streep pour jouer Hillary Clinton.,"Glenn Close bestreitet, dass sie Meryl Streep verprügelt hat, um Hillary Clinton zu spielen.",Glenn Close niega que ella pidiera a Meryl Streep para interpretar a Hillary Clinton.,"Гленн Клоуз отрицает, что она выпила Мерил Стрип сыграть Хиллари Клинтон.",0
027legit.txt,"Hats off to love! Jennifer Lawrence, 26, and Darren Aronofsky, 47, go public with their romance as they bundle up for stroll in NYC","Chapeau à aimer! Jennifer Lawrence, 26 ans, et Darren Aronofsky, 47 ans, rendent public avec leur romance alors qu'ils se regroupent pour se promener à New York.","Hüte vor der Liebe! Jennifer Lawrence (26) und Darren Aronofsky, 47, gehen mit ihrer Romantik an die Bündel.","¡Felicitaciones al amor! Jennifer Lawrence, de 26 años, y Darren Aronofsky, de 47 años, se hacen públicos con su romance mientras se acompañan para pasear en Nueva York.","Шляпы с любовью! 26 -летняя Дженнифер Лоуренс и Даррен Аронофски, 47 лет, идут на публику со своим романтиком, когда они собираются на прогулку по Нью -Йорку.",0
054legit.txt,Why Can't Jessie J Be Bi?,Pourquoi Jessie J ne peut-elle pas être bi?.,Warum kann Jessie J nicht bi sein?.,¿Por qué Jessie J no puede ser bi?.,Почему Джесси Дж не может быть би?.,0
087legit.txt,"Kim Kardashian and Kanye West Seeking Charity Donations, Not Baby Gifts","Kim Kardashian et Kanye West à la recherche de dons de charité, pas de cadeaux pour bébé.","Kim Kardashian und Kanye West suchen Wohltätigkeitsspenden, keine Babygeschenke.","Kim Kardashian y Kanye West buscan donaciones de caridad, no regalos para bebés.","Ким Кардашьян и Канье Уэст ищут благотворительные пожертвования, а не детские подарки.",0
043legit.txt,Victoria Beckham finally addresses claims she's trying for her FIFTH baby at 42 with husband David,Victoria Beckham aborde enfin les affirmations qu'elle essaie pour son cinquième bébé à 42 ans avec son mari David.,"Victoria Beckham spricht schließlich die Behauptungen an, dass sie mit 42 mit Ehemann David für ihr fünfter Baby versucht.",Victoria Beckham finalmente aborda las afirmaciones de que está tratando de su quinto bebé a los 42 años con su esposo David.,"Виктория Бекхэм, наконец, обращается к утверждениям, что она пытается своему пятому ребенку в 42 года с мужем Дэвидом.",0
105legit.txt,"Angelina Jolie, Unbroken“I never expect to be the one that everybody understands or likes,” Angelina Jolie says","Angelina Jolie, ininterrompu ""Je ne m'attends jamais à être celui que tout le monde comprend ou aime"", dit Angelina Jolie.","Angelina Jolie, ungebrochene „Ich erwarte nie, derjenige zu sein, den jeder versteht oder mag“, sagt Angelina Jolie.","Angelina Jolie, ininterrumpida ""Nunca espero ser la que todos entiendan o les guste"", dice Angelina Jolie.","Анджелина Джоли, непрерывная «Я никогда не ожидаю, что все понимают или нравятся», - говорит Анджелина Джоли.",0
038legit.txt,Gwen Stefani Will Reunite with Boyfriend Blake Shelton to Coach The Voice Season 12,Gwen Stefani retrouvera avec le petit ami Blake Shelton pour entraîner la saison de la voix 12.,"Gwen Stefani wird sich mit ihrem Freund Blake Shelton wieder vereinen, um die 12. Staffel 12 zu trainieren.",Gwen Stefani se reunirá con su novio Blake Shelton para entrenar la temporada 12 de la voz.,"Гвен Стефани воссоединится с парнем Блейком Шелтоном, чтобы тренировать голосовой сезон 12.",0
033legit.txt,'Please make babies!' Fans go into overdrive as they beg Prince Harry to DATE Rihanna after the pair meet in Barbados (but what about Meghan?),«S'il vous plaît faire des bébés! Les fans entrent dans Overdrive alors qu'ils mettent le prince Harry à sortir avec Rihanna après la rencontre de la paire à la Barbade (mais qu'en est-il de Meghan?).,"""Bitte machen Sie Babys!"" Die Fans gehen in Overdrive, als sie Prinz Harry auffordern, sich mit Rihanna zu verabreden, nachdem sich das Paar in Barbados getroffen hat (aber was ist mit Meghan?).","'¡Por favor, haz bebés!' Los fanáticos entran en overdrive mientras le ruegan al Príncipe Harry que salga con Rihanna después de que la pareja se encuentre en Barbados (pero ¿qué pasa con Meghan?).","'Пожалуйста, сделайте детей! Поклонники уходят в перегрузку, когда они просят принца Гарри на встречу с Рианной после того, как пара встретилась на Барбадосе (но как насчет Меган?).",0
063legit.txt,David Gest found dead at 62: Liza Minnelli's ex husband discovered after 'unexplained' death in London hotel,David Gest a retrouvé mort à 62.,David Gest wurde bei 62 tot aufgefunden.,David Gest encontró muerto a los 62 años: el ex esposo de Liza Minnelli descubrió después de la muerte 'inexplicable' en el hotel de Londres.,Дэвид Гест нашел мертвым в 62 года: бывший муж Лизы Миннелли обнаружил после «необъяснимой» смерти в Лондоне отель.,0
082legit.txt,"Rosie O'Donnell, Whoopi Goldberg swap weight-loss stories","Rosie O'Donnell, Whoopi Goldberg échange la perte de poids des histoires.","Rosie O'Donnell, Whoopi Goldberg Tausch Gewichtsverlustgeschichten.","Rosie O'Donnell, Whoopi Goldberg Swap Stories de pérdida de peso.","Рози О'Доннелл, Woopi Goldberg Swap Loss Loss Stories.",0
109legit.txt,Kim Kardashian on How the Aftermath of Her Robbery Inspired Her New Crystal Gardenia Fragrance (Exclusive),Kim Kardashian sur la façon dont les conséquences de son vol a inspiré son nouveau parfum Crystal Gardenia (exclusif).,"Kim Kardashian, wie die Folgen ihres Raubüberfalls ihren neuen Duft von Crystal Gardenia inspirierte (exklusiv).",Kim Kardashian sobre cómo las secuelas de su robo inspiraron su nueva fragancia de Crystal Gardenia (exclusivo).,"Ким Кардашьян о том, как последствия ее ограбления вдохновили ее новый аромат Crystal Gardenia (эксклюзив).",0
102legit.txt,Taylor Swift seems to be naked in new music video,Taylor Swift semble nue dans un nouveau clip vidéo.,Taylor Swift scheint in neuem Musikvideo nackt zu sein.,Taylor Swift parece estar desnudo en el nuevo video musical.,Тейлор Свифт кажется обнаженным в новом музыкальном видео.,0
142legit.txt,Kim Kardashian's Sweet Message About Serena Williams' 'Prince': 'He Makes Her So Happy',"Le doux message de Kim Kardashian à propos de Serena Williams '' Prince ': ""Il la rend si heureuse"".","Kim Kardashians süße Nachricht über Serena Williams '' Prince ': ""Er macht sie so glücklich"".","El dulce mensaje de Kim Kardashian sobre el ""Príncipe"" de Serena Williams: ""La hace tan feliz"".",Сладкое послание Ким Кардашьян о Серене Уильямс «Принц»: «Он делает ее такой счастливой».,0
158legit.txt,"Kendall Jenner Has Another 22nd Birthday Bash With Blake Griffin, Kim Kardashian, and More: Pics!","Kendall Jenner a un autre bash de 22e anniversaire avec Blake Griffin, Kim Kardashian, et plus: photos!.","Kendall Jenner hat einen weiteren 22. Geburtstag mit Blake Griffin, Kim Kardashian und mehr: Bilder!.","Kendall Jenner tiene otra fiesta de cumpleaños número 22 con Blake Griffin, Kim Kardashian y más: ¡Fotos!.","У Кендалла Дженнера есть еще один 22 -й день рождения с Блейком Гриффином, Ким Кардашьян и многое другое: фото!.",0
186legit.txt,Jennifer Aniston wants to set up a wellness centre,Jennifer Aniston veut créer un centre de bien-être.,Jennifer Aniston will ein Wellnesscenter einrichten.,Jennifer Aniston quiere establecer un centro de bienestar.,Дженнифер Энистон хочет создать оздоровительный центр.,0
110legit.txt,Katharine McPhee Sets The Record Straight On Her Love Life & Relationship With David Foster,Katharine McPhee établit le record directement sur sa vie amoureuse.,Katharine McPhee stellt die Platte direkt auf ihr Liebesleben auf.,Katharine McPhee pone el récord en su vida amorosa.,Кэтрин Макфи устанавливает рекорд прямо на своей личной жизни.,0
162legit.txt,How Janet Jackson lost 70 pounds,Comment Janet Jackson a perdu 70 livres.,Wie Janet Jackson 70 Pfund verlor.,Cómo Janet Jackson perdió 70 libras.,Как Джанет Джексон потеряла 70 фунтов.,0
128legit.txt,Kim Kardashian explains why she won’t be voting for Trump after all,Kim Kardashian explique pourquoi elle ne votera pas pour Trump après tout.,"Kim Kardashian erklärt, warum sie doch nicht für Trump stimmen wird.",Kim Kardashian explica por qué no votará por Trump después de todo.,"Ким Кардашьян объясняет, почему она не будет голосовать за Трампа в конце концов.",0
163legit.txt,"Weinstein Sues Weinstein Company, Demanding Access to Records","Weinstein poursuit la société Weinstein, exigeant l'accès aux dossiers.",Weinstein verklagt die Firma Weinstein und forderte Zugang zu Aufzeichnungen.,"Weinstein demanda a Weinstein Company, exigiendo acceso a registros.","Weinstein представляет компанию Weinstein, требуя доступа к записям.",0
123legit.txt,Here's What Happened When Kim Kardashian Finally Revealed Her Identity To Her Surrogate,Voici ce qui s'est passé lorsque Kim Kardashian a finalement révélé son identité à son substitution.,"Hier ist, was passiert ist, als Kim Kardashian endlich ihre Identität ihrem Ersatz enthüllte.",Esto es lo que sucedió cuando Kim Kardashian finalmente reveló su identidad a su sustituto.,"Вот что случилось, когда Ким Кардашьян наконец раскрыла свою личность своему суррогату.",0
187legit.txt,Chris Pratt Is The Latest Star To Join Star-Studded Hillsong Church,Chris Pratt est la dernière star à rejoindre l'église Hillsong étoilée.,"Chris Pratt ist der neueste Star, der sich mit der Hillsong-Kirche der Stars anschließt.",Chris Pratt es la última estrella en unirse a la Iglesia de Hillsong de estrellas.,"Крис Пратт-последняя звезда, присоединившаяся к звездной церкви Хиллсонга.",0
182legit.txt,Kim Kardashian Opens Up to About Life After the Paris Robbery,Kim Kardashian s'ouvre à environ la vie après le vol de Paris.,Kim Kardashian öffnet sich über das Leben nach dem Pariser Raubüberfall.,Kim Kardashian se abre a la vida después del robo de París.,Ким Кардашьян открывается о жизни после ограбления Парижа.,0
178legit.txt,‘Megyn Kelly Today’ Ratings Not All Sunshine for NBC’s New Morning Host,«Megyn Kelly Today» notants pas tout le soleil pour le nouvel hôte du matin de NBC.,"""Megyn Kelly Today"" Bewertungen nicht alle Sonnenschein für NBCs New Morning Host.","Calificaciones de ""Megyn Kelly Today"" no todas el sol para el nuevo anfitrión de la mañana de NBC.",«Мегин Келли сегодня». Рейтинги не все Sunshine для нового утреннего хозяина NBC.,0
121legit.txt,Caitlyn Jenner: Robert Kardashian Believed O,Caitlyn Jenner: Robert Kardashian croyait o.,Caitlyn Jenner: Robert Kardashian glaubte O..,Caitlyn Jenner: Robert Kardashian creyó o.,Кейтлин Дженнер: Роберт Кардашьян верил.,0
134legit.txt,"Lady Gaga Announces Netflix Documentary, Talks Madonna Feud","Lady Gaga annonce un documentaire Netflix, parle de Madonna Feud.","Lady Gaga kündigt den Dokumentarfilm Netflix an, spricht Madonna Feud.","Lady Gaga anuncia documental de Netflix, habla Madonna Feud.","Lady Gaga объявляет о документальном фильме Netflix, говорит Madonna Feud.",0
181legit.txt,Katie Holmes and Jamie Foxx Have Seemingly Dropped Their Stealth Act,Katie Holmes et Jamie Foxx ont apparemment abandonné leur acte de furtivité.,Katie Holmes und Jamie Foxx haben anscheinend ihren Stealth -Act fallen lassen.,Katie Holmes y Jamie Foxx aparentemente han dejado caer su acto sigiloso.,"Кэти Холмс и Джейми Фокс, по -видимому, бросили свой акт скрытности.",0
177legit.txt,Vanessa Lachey breaks silence amid ‘DWTS’ feud rumors,Vanessa Lachey rompt le silence au milieu des rumeurs de querelle «dwts».,Vanessa Lachey bricht das Schweigen inmitten von DWTS -Fehde -Gerüchten.,"Vanessa Lachey rompe el silencio en medio de los rumores de la disputa ""DWTS"".",Ванесса Лачи нарушает молчание среди слухов о враждебности «DWTS».,0
190legit.txt,Now There’s Video Proof That Michelle Obama and Beyoncé Hang Out Together,"Maintenant, il y a une preuve vidéo que Michelle Obama et Beyoncé traînent ensemble.","Jetzt gibt es einen Video -Beweis dafür, dass Michelle Obama und Beyoncé zusammen abhängen.",Ahora hay una prueba de video de que Michelle Obama y Beyoncé salen juntos.,"Теперь есть видео доказательство того, что Мишель Обама и Бейонсе тусуются вместе.",0
